age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency
23,88.6,172.9,29.64,male,general_fitness,beginner,Mixed Training,27,227.0,3
23,129.1,164.5,47.71,male,flexibility,beginner,Yoga + Stretching,38,253.9,3
43,64.7,178.1,20.4,male,endurance,advanced,Running + Cycling,72,544.5,6
35,125.1,155.6,51.67,male,weight_loss,beginner,Cardio + HIIT,43,524.5,4
62,48.6,180.5,14.92,female,muscle_gain,beginner,Strength Training,34,115.7,3
22,82.9,178.4,26.05,female,endurance,beginner,Running + Cycling,41,441.9,3
26,51.0,189.6,14.19,male,weight_loss,beginner,Cardio + HIIT,39,202.9,3
35,107.0,199.3,26.94,male,weight_loss,advanced,Cardio + HIIT,73,761.6,6
31,96.7,162.5,36.62,female,endurance,intermediate,Running + Cycling,48,577.3,5
19,105.1,175.5,34.12,female,muscle_gain,advanced,Strength Training,58,535.9,5
21,76.8,195.4,20.11,male,muscle_gain,beginner,Strength Training,39,260.8,3
37,76.4,189.3,21.32,female,weight_loss,beginner,Cardio + HIIT,43,317.0,3
41,48.9,174.4,16.08,female,muscle_gain,beginner,Strength Training,40,154.0,4
18,74.7,197.3,19.19,male,flexibility,intermediate,Yoga + Stretching,47,186.1,4
56,124.0,152.9,53.04,male,weight_loss,intermediate,Cardio + HIIT,56,604.1,5
57,77.2,196.5,19.99,male,weight_loss,advanced,Cardio + HIIT,75,500.8,6
29,115.7,152.5,49.75,female,endurance,intermediate,Running + Cycling,40,581.4,4
26,116.6,177.4,37.05,female,general_fitness,intermediate,Mixed Training,46,501.5,5
33,76.7,194.5,20.27,female,endurance,advanced,Running + Cycling,75,708.3,6
27,98.7,163.1,37.1,male,weight_loss,advanced,Cardio + HIIT,72,721.3,5
38,53.1,173.6,17.62,female,muscle_gain,beginner,Strength Training,36,152.9,3
27,53.8,166.2,19.48,female,general_fitness,beginner,Mixed Training,40,200.2,3
28,49.1,197.6,12.57,female,weight_loss,intermediate,Cardio + HIIT,40,198.4,4
