age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency,bmi_category,age_group,fitness_score
41,53.6,190.4,14.79,male,weight_loss,intermediate,Cardio + HIIT,54,273.5,5,Underweight,Middle-aged,120.4
26,118.9,194.3,31.49,female,endurance,beginner,Running + Cycling,34,515.4,3,Obese,Adult,83.0
53,102.9,190.8,28.27,male,weight_loss,beginner,Cardio + HIIT,27,245.9,4,Overweight,Middle-aged,71.1
17,54.6,150.9,23.98,female,weight_loss,beginner,Cardio + HIIT,44,255.9,4,Normal,Young,80.6
22,116.6,186.8,33.42,male,general_fitness,intermediate,Mixed Training,59,655.8,5,Obese,Young,128.5
33,65.6,160.4,25.5,male,endurance,intermediate,Running + Cycling,51,411.9,5,Overweight,Adult,124.5
42,85.7,156.6,34.95,male,endurance,advanced,Running + Cycling,55,553.8,5,Obese,Middle-aged,159.5
49,57.3,181.9,17.32,female,muscle_gain,intermediate,Strength Training,40,172.9,4,Underweight,Middle-aged,103.3
42,105.4,166.0,38.25,male,endurance,advanced,Running + Cycling,64,792.6,5,Obese,Middle-aged,164.0
32,101.7,152.9,43.5,female,weight_loss,beginner,Cardio + HIIT,42,422.9,4,Obese,Adult,87.0
58,62.9,156.9,25.55,male,flexibility,beginner,Yoga + Stretching,39,105.5,3,Overweight,Senior,63.0
59,118.4,150.0,52.62,male,weight_loss,intermediate,Cardio + HIIT,41,415.1,4,Obese,Senior,119.5
39,79.1,195.2,20.76,male,endurance,beginner,Running + Cycling,41,387.1,4,Normal,Adult,86.5
40,69.9,151.2,30.58,male,muscle_gain,beginner,Strength Training,32,177.1,4,Obese,Middle-aged,66.7
22,57.9,160.5,22.48,male,endurance,advanced,Running + Cycling,63,474.2,5,Normal,Young,163.5
21,67.6,170.8,23.17,male,muscle_gain,intermediate,Strength Training,60,353.2,4,Normal,Young,129.0
39,46.9,167.8,16.66,male,muscle_gain,beginner,Strength Training,44,164.2,3,Underweight,Adult,71.4
48,94.6,195.6,24.73,male,weight_loss,beginner,Cardio + HIIT,35,301.3,3,Normal,Middle-aged,80.6
64,116.6,152.0,50.47,male,endurance,beginner,Running + Cycling,30,362.9,4,Obese,Senior,81.0
44,91.7,175.6,29.74,male,general_fitness,advanced,Mixed Training,68,531.6,6,Overweight,Middle-aged,166.0
58,63.6,184.0,18.79,male,flexibility,beginner,Yoga + Stretching,25,80.0,4,Normal,Senior,53.5
37,47.9,196.6,12.39,female,weight_loss,beginner,Cardio + HIIT,31,143.3,4,Underweight,Adult,62.8
41,63.2,181.0,19.29,female,muscle_gain,intermediate,Strength Training,48,238.9,5,Normal,Middle-aged,113.9
43,80.4,190.2,22.22,male,general_fitness,beginner,Mixed Training,35,241.2,3,Normal,Middle-aged,74.6
36,109.6,154.2,46.09,male,muscle_gain,beginner,Strength Training,40,354.4,4,Obese,Adult,86.0
64,61.0,169.3,21.28,male,endurance,beginner,Running + Cycling,43,272.1,4,Normal,Senior,81.7
22,106.2,168.7,37.32,female,general_fitness,beginner,Mixed Training,26,263.2,3,Obese,Young,72.3
32,118.7,194.3,31.44,male,general_fitness,beginner,Mixed Training,39,420.1,4,Obese,Adult,85.5
35,83.6,157.6,33.66,female,muscle_gain,beginner,Strength Training,27,183.4,3,Obese,Adult,64.8
56,114.8,157.6,46.22,male,muscle_gain,advanced,Strength Training,58,482.7,6,Obese,Senior,161.0
64,92.1,166.4,33.26,male,muscle_gain,beginner,Strength Training,44,280.3,4,Obese,Senior,83.0
35,99.2,152.7,42.54,male,endurance,advanced,Running + Cycling,61,737.5,6,Obese,Adult,162.5
37,89.7,159.1,35.44,male,weight_loss,advanced,Cardio + HIIT,66,571.3,5,Obese,Adult,165.0
43,84.4,198.3,21.46,female,weight_loss,intermediate,Cardio + HIIT,43,339.3,5,Normal,Middle-aged,120.5
55,64.9,171.4,22.09,male,muscle_gain,beginner,Strength Training,34,160.9,3,Normal,Senior,66.1
64,70.8,181.6,21.47,female,weight_loss,beginner,Cardio + HIIT,30,176.3,4,Normal,Senior,65.6
22,69.6,186.3,20.05,female,endurance,intermediate,Running + Cycling,53,479.5,5,Normal,Young,125.5
16,92.9,168.3,32.8,female,endurance,intermediate,Running + Cycling,42,521.9,4,Obese,Young,120.0
47,55.2,157.4,22.28,male,muscle_gain,intermediate,Strength Training,56,235.7,4,Normal,Middle-aged,117.6
28,122.9,160.3,47.83,male,muscle_gain,beginner,Strength Training,35,362.0,4,Obese,Adult,83.5
45,106.3,165.7,38.72,male,general_fitness,advanced,Mixed Training,64,576.9,5,Obese,Middle-aged,164.0
38,79.1,181.8,23.93,male,weight_loss,beginner,Cardio + HIIT,45,341.7,4,Normal,Adult,88.5
34,58.5,169.9,20.27,female,flexibility,beginner,Yoga + Stretching,34,97.5,4,Normal,Adult,59.8
47,120.0,150.3,53.12,male,general_fitness,intermediate,Mixed Training,49,493.2,4,Obese,Middle-aged,123.5
45,115.0,176.2,37.04,female,muscle_gain,beginner,Strength Training,27,239.3,3,Obese,Middle-aged,70.4
44,106.3,196.1,27.64,male,endurance,intermediate,Running + Cycling,54,667.3,4,Overweight,Middle-aged,126.0
64,68.1,190.6,18.75,female,general_fitness,advanced,Mixed Training,71,367.9,6,Normal,Senior,166.0
60,79.2,191.3,21.64,male,weight_loss,advanced,Cardio + HIIT,72,484.7,5,Normal,Senior,166.0
44,53.7,189.8,14.91,male,muscle_gain,advanced,Strength Training,73,303.8,6,Underweight,Middle-aged,163.4
45,61.1,166.2,22.12,female,muscle_gain,intermediate,Strength Training,58,273.2,4,Normal,Middle-aged,122.3
31,111.6,188.3,31.47,male,weight_loss,intermediate,Cardio + HIIT,51,566.3,4,Obese,Adult,124.5
55,105.8,157.2,42.81,female,flexibility,beginner,Yoga + Stretching,29,134.2,3,Obese,Senior,60.9
34,95.4,182.9,28.52,male,general_fitness,intermediate,Mixed Training,55,471.4,4,Overweight,Adult,126.5
33,121.1,182.1,36.52,male,flexibility,beginner,Yoga + Stretching,39,232.6,3,Obese,Adult,75.8
16,94.6,151.3,41.33,female,weight_loss,beginner,Cardio + HIIT,39,394.8,4,Obese,Young,85.5
29,84.7,189.4,23.61,female,weight_loss,beginner,Cardio + HIIT,30,255.4,3,Normal,Adult,73.5
62,73.9,195.2,19.39,male,endurance,intermediate,Running + Cycling,51,395.7,4,Normal,Senior,124.5
17,124.9,163.4,46.78,female,weight_loss,intermediate,Cardio + HIIT,41,545.4,5,Obese,Young,119.5
43,52.0,190.6,14.31,female,endurance,advanced,Running + Cycling,74,449.7,6,Underweight,Middle-aged,166.0
64,124.1,154.1,52.26,female,muscle_gain,beginner,Strength Training,33,283.3,4,Obese,Senior,77.8
45,115.3,180.0,35.59,male,endurance,advanced,Running + Cycling,58,773.2,6,Obese,Middle-aged,161.0
53,56.0,174.3,18.43,male,endurance,advanced,Running + Cycling,59,365.5,5,Underweight,Middle-aged,161.5
19,93.0,177.3,29.58,female,muscle_gain,intermediate,Strength Training,60,490.6,4,Overweight,Young,129.0
16,118.7,196.3,30.8,female,weight_loss,intermediate,Cardio + HIIT,47,596.9,5,Obese,Young,122.5
23,93.6,193.6,24.97,male,muscle_gain,beginner,Strength Training,34,274.5,3,Normal,Young,77.4
44,122.1,189.3,34.07,male,muscle_gain,advanced,Strength Training,61,577.2,6,Obese,Middle-aged,162.5
54,125.2,163.7,46.72,male,endurance,intermediate,Running + Cycling,53,729.9,5,Obese,Middle-aged,125.5
18,80.9,195.6,21.15,female,flexibility,advanced,Yoga + Stretching,59,253.0,5,Normal,Young,153.8
47,77.1,154.9,32.13,male,flexibility,intermediate,Yoga + Stretching,55,194.0,4,Obese,Middle-aged,112.9
25,124.6,192.7,33.55,male,general_fitness,advanced,Mixed Training,69,800.0,6,Obese,Adult,166.0
25,102.4,166.4,36.98,male,weight_loss,advanced,Cardio + HIIT,59,619.3,5,Obese,Adult,161.5
34,54.9,152.7,23.54,female,weight_loss,beginner,Cardio + HIIT,27,145.3,4,Normal,Adult,61.0
61,48.6,183.5,14.43,male,muscle_gain,beginner,Strength Training,34,116.4,4,Underweight,Senior,61.6
49,93.0,161.6,35.61,male,endurance,intermediate,Running + Cycling,44,462.9,5,Obese,Middle-aged,121.0
48,124.1,162.2,47.17,female,muscle_gain,intermediate,Strength Training,54,508.2,5,Obese,Middle-aged,126.0
38,116.8,165.3,42.75,female,flexibility,beginner,Yoga + Stretching,42,235.5,3,Obese,Adult,77.6
43,102.4,153.2,43.63,male,muscle_gain,advanced,Strength Training,62,494.7,6,Obese,Middle-aged,163.0
47,56.8,158.9,22.5,male,general_fitness,intermediate,Mixed Training,60,285.8,5,Normal,Middle-aged,124.6
22,66.6,150.3,29.48,female,general_fitness,advanced,Mixed Training,56,355.6,6,Overweight,Young,160.0
44,119.4,172.3,40.22,female,weight_loss,advanced,Cardio + HIIT,62,688.5,5,Obese,Middle-aged,163.0
23,60.5,154.2,25.44,female,muscle_gain,intermediate,Strength Training,47,245.3,5,Overweight,Young,114.0
16,68.7,184.1,20.27,female,endurance,advanced,Running + Cycling,58,532.9,6,Normal,Young,161.0
18,56.0,161.8,21.39,female,weight_loss,intermediate,Cardio + HIIT,58,344.3,4,Normal,Young,128.0
39,102.5,197.2,26.36,female,muscle_gain,advanced,Strength Training,72,587.3,6,Overweight,Adult,166.0
38,125.2,193.6,33.4,male,endurance,beginner,Running + Cycling,45,676.1,4,Obese,Adult,88.5
23,67.9,164.5,25.09,male,weight_loss,beginner,Cardio + HIIT,25,175.7,4,Overweight,Young,63.1
62,85.4,189.2,23.86,male,endurance,intermediate,Running + Cycling,59,529.1,5,Normal,Senior,128.5
52,98.9,190.2,27.34,male,endurance,intermediate,Running + Cycling,54,594.1,4,Overweight,Middle-aged,126.0
18,130.0,199.3,32.73,male,weight_loss,intermediate,Cardio + HIIT,57,785.5,4,Obese,Young,127.5
48,53.9,179.9,16.65,male,muscle_gain,intermediate,Strength Training,51,208.5,4,Underweight,Middle-aged,112.4
43,87.4,154.1,36.8,female,weight_loss,beginner,Cardio + HIIT,25,204.3,4,Obese,Middle-aged,65.9
62,77.7,182.3,23.38,male,endurance,advanced,Running + Cycling,61,497.7,5,Normal,Senior,162.5
23,118.6,181.2,36.12,male,weight_loss,intermediate,Cardio + HIIT,58,712.0,4,Obese,Young,128.0
49,85.5,181.9,25.84,female,general_fitness,intermediate,Mixed Training,40,283.7,5,Overweight,Middle-aged,114.4
50,54.4,165.4,19.89,male,muscle_gain,intermediate,Strength Training,46,187.7,4,Normal,Middle-aged,107.8
47,98.9,193.0,26.55,male,weight_loss,advanced,Cardio + HIIT,56,506.8,5,Overweight,Middle-aged,160.0
39,110.5,198.0,28.19,male,muscle_gain,advanced,Strength Training,61,536.4,5,Overweight,Adult,162.5
29,45.2,160.9,17.46,female,muscle_gain,intermediate,Strength Training,58,219.6,5,Underweight,Adult,117.0
47,118.0,154.4,49.5,male,muscle_gain,beginner,Strength Training,37,332.9,4,Obese,Middle-aged,84.5
61,60.8,159.7,23.84,female,endurance,intermediate,Running + Cycling,44,282.6,4,Normal,Senior,116.3
58,91.9,191.0,25.19,male,muscle_gain,intermediate,Strength Training,58,382.0,4,Overweight,Senior,128.0
31,80.3,183.8,23.77,male,weight_loss,advanced,Cardio + HIIT,55,439.4,6,Normal,Adult,159.5
19,106.2,181.8,32.13,male,weight_loss,beginner,Cardio + HIIT,25,280.1,4,Obese,Young,73.5
52,76.5,170.1,26.44,female,endurance,advanced,Running + Cycling,72,612.8,6,Overweight,Middle-aged,166.0
36,118.9,178.9,37.15,female,endurance,intermediate,Running + Cycling,40,576.7,5,Obese,Adult,119.0
29,107.1,165.4,39.15,female,muscle_gain,advanced,Strength Training,59,529.2,5,Obese,Adult,161.5
46,100.1,173.9,33.1,female,flexibility,beginner,Yoga + Stretching,33,152.0,4,Obese,Middle-aged,64.7
63,112.7,189.7,31.32,male,muscle_gain,advanced,Strength Training,66,517.6,5,Obese,Senior,165.0
33,109.1,199.1,27.52,female,flexibility,advanced,Yoga + Stretching,63,338.5,6,Overweight,Adult,163.5
22,48.1,196.6,12.44,male,muscle_gain,advanced,Strength Training,72,300.1,6,Underweight,Young,163.0
25,78.6,196.7,20.31,female,weight_loss,beginner,Cardio + HIIT,35,282.0,4,Normal,Adult,78.7
22,124.1,170.1,42.89,male,general_fitness,beginner,Mixed Training,25,295.8,4,Obese,Young,75.1
48,55.7,173.4,18.52,male,muscle_gain,intermediate,Strength Training,58,245.0,4,Normal,Middle-aged,119.5
38,107.7,185.3,31.37,male,flexibility,beginner,Yoga + Stretching,34,175.8,3,Obese,Adult,67.6
36,127.8,196.1,33.23,male,weight_loss,beginner,Cardio + HIIT,26,322.3,3,Obese,Adult,78.2
34,49.4,157.1,20.02,male,endurance,beginner,Running + Cycling,31,187.6,4,Normal,Adult,67.3
63,103.0,165.2,37.74,female,general_fitness,intermediate,Mixed Training,59,465.1,4,Obese,Senior,128.5
34,84.8,157.0,34.4,male,weight_loss,intermediate,Cardio + HIIT,41,340.7,5,Obese,Adult,119.5
51,94.2,180.6,28.88,male,flexibility,beginner,Yoga + Stretching,43,181.3,4,Overweight,Middle-aged,72.6
44,52.3,165.3,19.14,female,endurance,beginner,Running + Cycling,30,182.4,3,Normal,Middle-aged,66.2
33,48.7,166.3,17.61,male,endurance,intermediate,Running + Cycling,49,293.8,5,Underweight,Adult,119.9
17,101.7,153.5,43.16,female,muscle_gain,intermediate,Strength Training,48,433.2,5,Obese,Young,123.0
16,115.0,167.5,40.99,female,general_fitness,beginner,Mixed Training,32,360.9,3,Obese,Young,82.0
62,111.5,193.1,29.9,female,weight_loss,beginner,Cardio + HIIT,35,327.8,4,Overweight,Senior,83.3
20,91.2,161.7,34.88,female,weight_loss,advanced,Cardio + HIIT,63,603.3,6,Obese,Young,163.5
35,53.5,184.8,15.67,male,general_fitness,advanced,Mixed Training,74,353.8,5,Underweight,Adult,166.0
26,103.5,181.5,31.42,male,flexibility,advanced,Yoga + Stretching,74,390.6,5,Obese,Adult,166.0
57,65.6,193.2,17.57,male,weight_loss,advanced,Cardio + HIIT,63,357.5,6,Underweight,Senior,163.5
17,122.4,156.6,49.91,female,muscle_gain,beginner,Strength Training,32,347.6,3,Obese,Young,82.0
18,116.3,198.9,29.4,male,muscle_gain,intermediate,Strength Training,54,554.8,5,Overweight,Young,126.0
38,105.3,179.1,32.83,male,muscle_gain,intermediate,Strength Training,41,345.4,4,Obese,Adult,119.5
27,125.7,199.8,31.49,male,weight_loss,intermediate,Cardio + HIIT,40,510.3,5,Obese,Adult,119.0
35,47.7,195.6,12.47,female,endurance,beginner,Running + Cycling,33,191.8,3,Underweight,Adult,68.7
20,107.6,161.1,41.46,male,weight_loss,intermediate,Cardio + HIIT,48,542.3,4,Obese,Young,123.0
52,73.1,152.8,31.31,female,flexibility,intermediate,Yoga + Stretching,52,169.2,5,Obese,Middle-aged,108.9
53,122.0,162.8,46.03,male,flexibility,beginner,Yoga + Stretching,32,172.8,3,Obese,Middle-aged,66.3
45,67.7,176.4,21.76,male,muscle_gain,advanced,Strength Training,75,391.4,5,Normal,Middle-aged,166.0
24,106.6,158.6,42.38,male,weight_loss,beginner,Cardio + HIIT,29,318.4,4,Obese,Young,79.3
49,119.6,158.4,47.67,female,weight_loss,beginner,Cardio + HIIT,27,292.2,3,Obese,Middle-aged,75.7
59,48.5,173.1,16.19,female,muscle_gain,beginner,Strength Training,45,155.5,3,Underweight,Senior,71.0
50,78.8,151.7,34.24,male,endurance,beginner,Running + Cycling,28,248.2,3,Obese,Middle-aged,71.8
37,109.8,156.1,45.06,male,muscle_gain,beginner,Strength Training,41,362.0,4,Obese,Adult,86.5
59,83.7,170.8,28.69,female,endurance,advanced,Running + Cycling,70,626.2,5,Overweight,Senior,166.0
39,67.7,153.2,28.85,male,muscle_gain,intermediate,Strength Training,55,296.3,5,Overweight,Adult,123.1
32,63.7,169.8,22.09,male,muscle_gain,intermediate,Strength Training,59,310.1,5,Normal,Adult,126.5
25,56.2,173.7,18.63,male,weight_loss,beginner,Cardio + HIIT,27,155.5,3,Normal,Adult,62.0
45,117.9,172.6,39.58,male,weight_loss,intermediate,Cardio + HIIT,45,490.8,5,Obese,Middle-aged,121.5
61,93.9,193.5,25.08,male,weight_loss,advanced,Cardio + HIIT,55,436.4,6,Overweight,Senior,159.5
38,51.5,176.5,16.53,male,muscle_gain,intermediate,Strength Training,60,247.2,5,Underweight,Adult,120.7
47,77.5,173.4,25.78,male,general_fitness,intermediate,Mixed Training,55,357.5,5,Overweight,Middle-aged,126.5
32,76.3,170.5,26.25,female,flexibility,advanced,Yoga + Stretching,69,260.6,5,Overweight,Adult,159.1
32,60.4,190.9,16.57,male,weight_loss,advanced,Cardio + HIIT,61,364.8,5,Underweight,Adult,162.5
29,82.0,194.8,21.61,female,weight_loss,intermediate,Cardio + HIIT,41,337.9,4,Normal,Adult,119.5
24,73.2,192.7,19.71,male,weight_loss,beginner,Cardio + HIIT,34,256.3,4,Normal,Young,75.6
55,74.1,183.7,21.96,female,muscle_gain,intermediate,Strength Training,54,291.8,5,Normal,Senior,122.2
17,107.8,156.9,43.79,male,muscle_gain,intermediate,Strength Training,45,430.5,4,Obese,Young,121.5
60,64.0,163.8,23.85,female,muscle_gain,intermediate,Strength Training,41,185.9,5,Normal,Senior,105.1
40,99.6,152.3,42.94,male,weight_loss,advanced,Cardio + HIIT,71,671.8,5,Obese,Middle-aged,166.0
54,93.5,196.5,24.22,female,weight_loss,intermediate,Cardio + HIIT,40,329.1,5,Normal,Middle-aged,118.9
24,93.3,183.0,27.86,male,weight_loss,advanced,Cardio + HIIT,55,528.5,5,Overweight,Young,159.5
37,101.4,187.3,28.9,male,weight_loss,beginner,Cardio + HIIT,28,274.0,3,Overweight,Adult,74.4
58,91.6,165.6,33.4,female,endurance,beginner,Running + Cycling,44,433.3,3,Obese,Senior,88.0
61,119.7,192.3,32.37,female,weight_loss,beginner,Cardio + HIIT,40,404.6,4,Obese,Senior,86.0
19,102.4,163.0,38.54,male,muscle_gain,advanced,Strength Training,62,558.2,5,Obese,Young,163.0
41,91.5,150.1,40.61,female,endurance,advanced,Running + Cycling,55,594.5,6,Obese,Middle-aged,159.5
44,115.5,168.8,40.54,male,general_fitness,intermediate,Mixed Training,58,571.1,5,Obese,Middle-aged,128.0
60,96.5,178.5,30.29,male,general_fitness,intermediate,Mixed Training,50,375.9,4,Obese,Senior,124.0
49,69.7,173.9,23.05,female,endurance,intermediate,Running + Cycling,56,441.5,4,Normal,Middle-aged,127.0
38,62.6,193.1,16.79,male,weight_loss,advanced,Cardio + HIIT,64,384.6,6,Underweight,Adult,164.0
52,57.9,155.3,24.01,female,endurance,advanced,Running + Cycling,66,425.1,6,Normal,Middle-aged,165.0
26,121.5,177.7,38.48,male,flexibility,intermediate,Yoga + Stretching,48,297.4,4,Obese,Adult,119.7
21,105.4,175.6,34.18,female,weight_loss,intermediate,Cardio + HIIT,46,506.7,4,Obese,Young,122.0
33,124.7,164.1,46.31,male,muscle_gain,beginner,Strength Training,36,368.5,4,Obese,Adult,84.0
36,96.3,191.1,26.37,female,general_fitness,intermediate,Mixed Training,54,462.4,4,Overweight,Adult,126.0
57,85.2,187.6,24.21,female,muscle_gain,intermediate,Strength Training,47,288.7,4,Normal,Senior,118.4
51,50.1,186.6,14.39,male,weight_loss,beginner,Cardio + HIIT,41,183.8,3,Underweight,Middle-aged,71.9
56,102.1,193.8,27.18,female,weight_loss,advanced,Cardio + HIIT,59,524.1,5,Overweight,Senior,161.5
53,94.5,186.1,27.29,male,muscle_gain,intermediate,Strength Training,53,369.4,5,Overweight,Middle-aged,125.5
49,129.2,161.6,49.47,female,weight_loss,advanced,Cardio + HIIT,56,654.8,6,Obese,Middle-aged,160.0
32,65.3,185.3,19.02,female,endurance,beginner,Running + Cycling,40,323.2,3,Normal,Adult,85.3
52,90.1,165.4,32.93,male,endurance,intermediate,Running + Cycling,56,561.3,4,Obese,Middle-aged,127.0
40,100.3,162.1,38.17,female,weight_loss,intermediate,Cardio + HIIT,42,400.2,5,Obese,Middle-aged,120.0
53,99.8,153.7,42.25,male,general_fitness,beginner,Mixed Training,25,202.4,4,Obese,Middle-aged,65.7
27,92.7,187.2,26.45,male,muscle_gain,intermediate,Strength Training,57,446.9,5,Overweight,Adult,127.5
38,111.0,185.6,32.22,male,weight_loss,beginner,Cardio + HIIT,42,447.6,4,Obese,Adult,87.0
57,62.4,161.7,23.87,female,flexibility,beginner,Yoga + Stretching,28,80.0,4,Normal,Senior,55.0
37,106.7,187.5,30.35,male,flexibility,beginner,Yoga + Stretching,39,200.8,3,Obese,Adult,72.6
36,97.7,195.9,25.46,female,endurance,beginner,Running + Cycling,43,509.4,3,Overweight,Adult,87.5
42,121.2,155.4,50.19,male,general_fitness,intermediate,Mixed Training,58,605.7,5,Obese,Middle-aged,128.0
46,117.0,161.6,44.8,female,endurance,beginner,Running + Cycling,34,457.5,4,Obese,Middle-aged,83.0
21,71.8,187.5,20.42,male,general_fitness,intermediate,Mixed Training,44,302.6,4,Normal,Young,118.3
42,68.5,163.7,25.56,female,muscle_gain,advanced,Strength Training,73,391.7,6,Overweight,Middle-aged,166.0
55,128.4,181.2,39.11,male,endurance,intermediate,Running + Cycling,50,702.2,5,Obese,Senior,124.0
49,89.8,154.1,37.82,male,general_fitness,advanced,Mixed Training,61,454.4,5,Obese,Middle-aged,162.5
27,122.0,172.6,40.95,male,endurance,intermediate,Running + Cycling,44,681.1,4,Obese,Adult,121.0
60,58.9,187.0,16.84,female,weight_loss,intermediate,Cardio + HIIT,59,295.4,4,Underweight,Senior,125.0
22,99.6,184.3,29.32,male,muscle_gain,beginner,Strength Training,36,310.8,3,Overweight,Young,82.1
25,113.8,190.8,31.26,female,endurance,advanced,Running + Cycling,73,800.0,6,Obese,Adult,166.0
60,125.5,193.9,33.38,male,weight_loss,advanced,Cardio + HIIT,69,736.1,5,Obese,Senior,166.0
32,73.7,188.7,20.7,female,general_fitness,beginner,Mixed Training,36,240.8,4,Normal,Adult,75.1
41,106.6,183.6,31.62,male,weight_loss,beginner,Cardio + HIIT,28,282.1,4,Obese,Middle-aged,75.2
36,90.8,151.6,39.51,male,weight_loss,beginner,Cardio + HIIT,36,317.1,4,Obese,Adult,82.7
43,50.2,176.7,16.08,male,general_fitness,intermediate,Mixed Training,57,245.2,5,Underweight,Middle-aged,119.0
61,103.6,151.9,44.9,male,muscle_gain,intermediate,Strength Training,56,408.5,4,Obese,Senior,127.0
17,103.7,190.4,28.61,male,weight_loss,intermediate,Cardio + HIIT,58,640.6,5,Overweight,Young,128.0
58,124.1,166.0,45.04,female,endurance,beginner,Running + Cycling,40,533.6,4,Obese,Senior,86.0
16,87.3,178.1,27.52,female,endurance,advanced,Running + Cycling,65,759.0,6,Overweight,Young,164.5
51,64.6,164.0,24.02,female,weight_loss,beginner,Cardio + HIIT,26,150.3,3,Normal,Middle-aged,61.0
41,48.8,189.1,13.65,male,general_fitness,beginner,Mixed Training,40,169.1,3,Underweight,Middle-aged,69.9
44,80.3,194.3,21.27,male,muscle_gain,intermediate,Strength Training,40,248.9,4,Normal,Middle-aged,110.9
